7997 did not find connection to 4238
7997 did not find connection to 7449
7997 calculated connection 5383 but shouldnt have
7997 calculated connection 2816 but shouldnt have
7997 calculated connection 7518 but shouldnt have
8219 did not find connection to 2407
8219 did not find connection to 5384
8219 did not find connection to 2185
8219 calculated connection 8450 but shouldnt have
8219 calculated connection 1115 but shouldnt have
8219 calculated connection 5988 but shouldnt have
8540 did not find connection to 9648
8540 did not find connection to 4731
8540 did not find connection to 3918
8540 calculated connection 8979 but shouldnt have
8540 calculated connection 8985 but shouldnt have
8540 calculated connection 3713 but shouldnt have
8540 calculated connection 6963 but shouldnt have
8818 did not find connection to 1843
8818 did not find connection to 7453
8818 did not find connection to 1413
8818 did not find connection to 3021
8818 did not find connection to 2688
8818 calculated connection 7950 but shouldnt have
8818 calculated connection 3220 but shouldnt have
8818 calculated connection 3888 but shouldnt have
9053 did not find connection to 4521
9053 did not find connection to 9055
9053 calculated connection 4378 but shouldnt have
9053 calculated connection 7950 but shouldnt have
9053 calculated connection 3201 but shouldnt have
9053 calculated connection 6966 but shouldnt have
9055 did not find connection to 2188
9055 did not find connection to 7246
9055 did not find connection to 5412
9055 did not find connection to 1762
9055 did not find connection to 1431
9055 calculated connection 8985 but shouldnt have
9055 calculated connection 4379 but shouldnt have
9055 calculated connection 8582 but shouldnt have
9055 calculated connection 5760 but shouldnt have
9098 did not find connection to 2473
9098 did not find connection to 1762
9098 did not find connection to 4013
9098 did not find connection to 2911
9098 did not find connection to 1431
9098 calculated connection 7455 but shouldnt have
9098 calculated connection 4378 but shouldnt have
9098 calculated connection 9844 but shouldnt have
9098 calculated connection 7488 but shouldnt have
9135 did not find connection to 1521
9135 did not find connection to 5919
9135 calculated connection 4379 but shouldnt have
9135 calculated connection 1826 but shouldnt have
9135 calculated connection 8809 but shouldnt have
9135 calculated connection 1858 but shouldnt have
9384 did not find connection to 1302
9384 did not find connection to 9630
9384 did not find connection to 6766
9384 did not find connection to 6193
9384 did not find connection to 3201
9384 did not find connection to 3629
9384 calculated connection 9514 but shouldnt have
9384 calculated connection 7455 but shouldnt have
9384 calculated connection 3518 but shouldnt have
9384 calculated connection 7785 but shouldnt have
9630 did not find connection to 9384
9630 did not find connection to 1302
9630 did not find connection to 3201
9630 did not find connection to 3629
9630 did not find connection to 6193
9630 calculated connection 1826 but shouldnt have
9630 calculated connection 4908 but shouldnt have
9630 calculated connection 9823 but shouldnt have
9630 calculated connection 1366 but shouldnt have
9648 did not find connection to 4731
9648 did not find connection to 3918
9648 did not find connection to 8540
9648 calculated connection 7518 but shouldnt have
